section,sweep_param,sweep_value,sweep_label,param_B,value_B,signed_bias,cmro2_bias,cmro2_rel_bias,cmro2_mean,cmro2_std,R0_mean,pves_mean,pO2_abs_err,pO2_rel_err,spread
OAT,cmro2_true,2.5,2.50,,,-0.3779010118463577,0.3779010118463577,15.116040467807892,2.8779010118463577,0.1454748729219804,96.46423564266608,76.87113273039809,6.126610664151924,20.985439184385502,0.14474567097205254
OAT,obs_std,1.0,1.00,,,-0.43469379838770816,0.43469379838770816,21.734689908518064,2.434693798387708,0.08532294217368154,95.4536588867552,78.93905107918744,4.585575188385859,11.612828162502936,0.08489525555978772
OAT,obs_std,3.25,3.25,,,-0.2462328885268481,0.2462328885268481,12.311644420186582,2.246232888526848,0.18136087473074794,98.29147012695829,78.5033100670945,4.656486618886665,11.822659396972629,0.18045179193976166
OAT,obs_std,5.5,5.50,,,-0.2288074404016105,0.2288074404016105,11.440372014360339,2.2288074404016105,0.1605162457658413,98.63806172560697,78.70100966911518,4.288797144409143,10.917781281655955,0.15971164798853077
OAT,obs_std,7.75,7.75,,,-0.07560825051379005,0.07560825051379005,3.780412523799296,2.07560825051379,0.20505922644088526,99.38194245802511,76.58686179980822,4.174320929744223,10.543274575531727,0.20403135417148252
OAT,obs_std,10.0,10.00,,,-0.11570215785099602,0.11570215785099602,5.7851078896572465,2.115702157850996,0.19446146196823877,99.29103912249808,77.37035297160372,4.09322277304996,10.340885205427927,0.1934867116597843
OAT,pvessel_std,1.0,1.00,,,-0.33971942877871486,0.33971942877871486,16.985971430442756,2.339719428778715,0.122467646310913,96.72233987665976,78.6592436034087,4.563779817912544,11.558933655224907,0.12185376953137533
OAT,pvessel_std,3.25,3.25,,,-0.29074388914917204,0.29074388914917204,14.537194450190006,2.290743889149172,0.11809780893075461,97.6189519010898,78.71626554732183,4.36610110431798,11.081253435740276,0.11750583623591884
OAT,pvessel_std,5.5,5.50,,,-0.4400398305069544,0.4400398305069544,22.001991514346724,2.4400398305069544,0.13288995665148057,96.11024325056874,79.30978772859453,5.108328263005717,13.016675529269541,0.13222383738586646
OAT,pvessel_std,7.75,7.75,,,-0.3120879966117922,0.3120879966117922,15.60439982278741,2.312087996611792,0.1210211134594326,96.29963314600067,77.40650496222183,5.032202376627706,12.739772685760506,0.12041448751679028
OAT,pvessel_std,10.0,10.00,,,-0.249906363529528,0.249906363529528,12.49531817022874,2.249906363529528,0.12085087414071385,97.16921620463029,77.22117819550704,4.667054616521455,11.78414265978671,0.12024510153336354
